crop,year,season,state,area,production,fertilizer,pesticide,yield,n,p,k,ph,avg_temp_c,total_rainfall_mm,avg_humidity_percent
Ragi,2018,Kharif,himachal pradesh,1720.0,1823,278984.0,602.0,0.9075,60,20,40,6.0,20.73,1409.89,54.9
Rapeseed &Mustard,2018,Rabi,himachal pradesh,8533.0,4693,1384052.6,2986.55,0.5018181820000001,60,20,40,6.0,20.73,1409.89,54.9
Rice,2018,Kharif,himachal pradesh,71810.0,114896,11647582.0,25133.5,1.623636364,60,20,40,6.0,20.73,1409.89,54.9
Sannhamp,2018,Kharif,himachal pradesh,8.0,3,1297.6,2.8,0.25,60,20,40,6.0,20.73,1409.89,54.9
Sesamum,2018,Kharif,himachal pradesh,327.0,147,53039.4,114.45,0.44222222200000005,60,20,40,6.0,20.73,1409.89,54.9
Small millets,2018,Kharif,himachal pradesh,5012.0,4060,812946.4,1754.2,0.7925,60,20,40,6.0,20.73,1409.89,54.9
Soyabean,2018,Kharif,himachal pradesh,554.0,931,89858.8,193.9,1.59625,60,20,40,6.0,20.73,1409.89,54.9
Sugarcane,2018,Whole Year,himachal pradesh,1585.0,38538,257087.0,554.75,17.335,60,20,40,6.0,20.73,1409.89,54.9
Turmeric,2018,Kharif,himachal pradesh,274.0,170,44442.8,95.9,0.688888889,60,20,40,6.0,20.73,1409.89,54.9
Urad,2018,Kharif,himachal pradesh,7001.0,4699,1135562.2,2450.35,0.732727273,60,20,40,6.0,20.73,1409.89,54.9
Wheat,2018,Rabi,himachal pradesh,319002.0,564634,51742124.4,111650.7,1.5941666669999999,60,20,40,6.0,20.73,1409.89,54.9
Arhar/Tur,2018,Kharif,jharkhand,231040.0,234342,37474688.0,80864.0,0.985,68,22,30,6.1,23.57,1221.23,59.06
Bajra,2018,Kharif,jharkhand,130.0,75,21086.0,45.5,0.6025,68,22,30,6.1,23.57,1221.23,59.06
Castor seed,2018,Kharif,jharkhand,41.0,26,6650.2,14.35,0.49,68,22,30,6.1,23.57,1221.23,59.06
Gram,2018,Rabi,jharkhand,189673.0,221169,30764960.6,66385.55,1.182916667,68,22,30,6.1,23.57,1221.23,59.06
Groundnut,2018,Kharif,jharkhand,30072.0,31046,4877678.4,10525.2,0.924166667,68,22,30,6.1,23.57,1221.23,59.06
Horse-gram,2018,Kharif,jharkhand,17053.0,11291,2765996.6,5968.55,0.625714286,68,22,30,6.1,23.57,1221.23,59.06
Jowar,2018,Kharif,jharkhand,2046.0,1401,331861.2,716.1,0.622777778,68,22,30,6.1,23.57,1221.23,59.06
Linseed,2018,Rabi,jharkhand,39768.0,19521,6450369.6,13918.8,0.53,68,22,30,6.1,23.57,1221.23,59.06
Maize,2018,Kharif,jharkhand,255145.0,443992,41384519.0,89300.75,1.8175,68,22,30,6.1,23.57,1221.23,59.06
Maize,2018,Rabi,jharkhand,5944.0,11324,964116.8,2080.4,1.835789474,68,22,30,6.1,23.57,1221.23,59.06
Masoor,2018,Rabi,jharkhand,57262.0,50087,9287896.4,20041.7,0.854166667,68,22,30,6.1,23.57,1221.23,59.06
Moong(Green Gram),2018,Kharif,jharkhand,30365.0,22664,4925203.0,10627.75,0.734166667,68,22,30,6.1,23.57,1221.23,59.06
Niger seed,2018,Kharif,jharkhand,4743.0,2601,769314.6,1660.05,0.511764706,68,22,30,6.1,23.57,1221.23,59.06
Other  Rabi pulses,2018,Rabi,jharkhand,14497.0,10157,2351413.4,5073.95,0.696086957,68,22,30,6.1,23.57,1221.23,59.06
Other Kharif pulses,2018,Kharif,jharkhand,24612.0,15141,3992066.4,8614.2,0.573043478,68,22,30,6.1,23.57,1221.23,59.06
Peas & beans (Pulses),2018,Rabi,jharkhand,49614.0,62188,8047390.8,17364.9,1.2279166670000001,68,22,30,6.1,23.57,1221.23,59.06
Ragi,2018,Kharif,jharkhand,14027.0,11295,2275179.4,4909.45,0.790666667,68,22,30,6.1,23.57,1221.23,59.06
Rapeseed &Mustard,2018,Rabi,jharkhand,236853.0,164643,38417556.6,82898.55,0.710833333,68,22,30,6.1,23.57,1221.23,59.06
Rice,2018,Kharif,jharkhand,1527103.0,2894101,247696106.6,534486.05,1.817916667,68,22,30,6.1,23.57,1221.23,59.06
Safflower,2018,Rabi,jharkhand,775.0,454,125705.0,271.25,0.60625,68,22,30,6.1,23.57,1221.23,59.06
Sesamum,2018,Kharif,jharkhand,14634.0,5128,2373634.8,5121.9,0.36681818200000005,68,22,30,6.1,23.57,1221.23,59.06
Soyabean,2018,Kharif,jharkhand,6099.0,4557,989257.8,2134.65,0.76,68,22,30,6.1,23.57,1221.23,59.06
Sunflower,2018,Kharif,jharkhand,358.0,198,58067.6,125.3,0.62625,68,22,30,6.1,23.57,1221.23,59.06
Sunflower,2018,Rabi,jharkhand,705.0,325,114351.0,246.75,0.674285714,68,22,30,6.1,23.57,1221.23,59.06
Urad,2018,Kharif,jharkhand,128669.0,108197,20870111.8,45034.15,0.77125,68,22,30,6.1,23.57,1221.23,59.06
Wheat,2018,Rabi,jharkhand,163847.0,302559,26575983.4,57346.45,1.9216666669999998,68,22,30,6.1,23.57,1221.23,59.06
Arhar/Tur,2018,Kharif,madhya pradesh,212755.0,179987,34508861.0,74464.25,0.758431373,70,40,20,7.4,25.6,1044.75,48.93
Bajra,2018,Kharif,madhya pradesh,327080.0,628340,53052376.0,114478.0,1.517916667,70,40,20,7.4,25.6,1044.75,48.93
Banana,2018,Whole Year,madhya pradesh,26541.39,1853026,4305013.458000001,9289.4865,48.04833333,70,40,20,7.4,25.6,1044.75,48.93
Barley,2018,Kharif,madhya pradesh,28978.0,57407,4700231.6,10142.3,2.018611111,70,40,20,7.4,25.6,1044.75,48.93
Castor seed,2018,Kharif,madhya pradesh,1403.0,524,227566.6,491.05,0.237777778,70,40,20,7.4,25.6,1044.75,48.93
Coriander,2018,Whole Year,madhya pradesh,279980.0,378236,45412756.0,97993.0,1.6896,70,40,20,7.4,25.6,1044.75,48.93
Cotton(lint),2018,Kharif,madhya pradesh,454869.0,879215,73779751.8,159204.15,1.405,70,40,20,7.4,25.6,1044.75,48.93
Dry chillies,2018,Whole Year,madhya pradesh,87838.93,217551,14247474.45,30743.6255,2.919069767,70,40,20,7.4,25.6,1044.75,48.93
Garlic,2018,Whole Year,madhya pradesh,178156.61,1807956,28897002.14,62354.8135,10.2886,70,40,20,7.4,25.6,1044.75,48.93
Ginger,2018,Whole Year,madhya pradesh,24963.81,414281,4049129.982,8737.3335,16.105,70,40,20,7.4,25.6,1044.75,48.93
Gram,2018,Rabi,madhya pradesh,3103330.0,3997699,503360126.0,1086165.5,1.403137255,70,40,20,7.4,25.6,1044.75,48.93
Groundnut,2018,Kharif,madhya pradesh,215697.0,398873,34986053.4,75493.95,1.47625,70,40,20,7.4,25.6,1044.75,48.93
Horse-gram,2018,Kharif,madhya pradesh,1852.0,699,300394.4,648.2,0.21666666699999998,70,40,20,7.4,25.6,1044.75,48.93
Jowar,2018,Kharif,madhya pradesh,74655.0,163418,12109041.0,26129.25,1.665490196,70,40,20,7.4,25.6,1044.75,48.93
Jute,2018,Kharif,madhya pradesh,409.0,195,66339.8,143.15,0.367575758,70,40,20,7.4,25.6,1044.75,48.93
Linseed,2018,Rabi,madhya pradesh,37745.0,26876,6122239.0,13210.75,0.812325581,70,40,20,7.4,25.6,1044.75,48.93
Maize,2018,Kharif,madhya pradesh,1256645.0,4090669,203827819.0,439825.75,2.330588235,70,40,20,7.4,25.6,1044.75,48.93
Masoor,2018,Rabi,madhya pradesh,420593.0,329311,68220184.6,147207.55,0.677083333,70,40,20,7.4,25.6,1044.75,48.93
Mesta,2018,Kharif,madhya pradesh,29.0,9,4703.8,10.15,0.355714286,70,40,20,7.4,25.6,1044.75,48.93
Moong(Green Gram),2018,Kharif,madhya pradesh,95295.0,38283,15456849.0,33353.25,0.43627451,70,40,20,7.4,25.6,1044.75,48.93
Moong(Green Gram),2018,Summer,madhya pradesh,406.0,118,65853.2,142.1,0.255925926,70,40,20,7.4,25.6,1044.75,48.93
Niger seed,2018,Kharif,madhya pradesh,17681.0,5323,2867858.2,6188.35,0.24864864899999997,70,40,20,7.4,25.6,1044.75,48.93
Onion,2018,Whole Year,madhya pradesh,149843.45,3683098,24304607.59,52445.2075,23.08392157,70,40,20,7.4,25.6,1044.75,48.93
Other  Rabi pulses,2018,Rabi,madhya pradesh,21572.0,16587,3498978.4,7550.2,0.715454545,70,40,20,7.4,25.6,1044.75,48.93
Peas & beans (Pulses),2018,Rabi,madhya pradesh,64696.0,50205,10493691.2,22643.6,0.7708,70,40,20,7.4,25.6,1044.75,48.93
Potato,2018,Whole Year,madhya pradesh,145736.5,3309669,23638460.3,51007.775,21.3004,70,40,20,7.4,25.6,1044.75,48.93
Rapeseed &Mustard,2018,Rabi,madhya pradesh,707437.0,1040754,114746281.4,247602.95,0.7016,70,40,20,7.4,25.6,1044.75,48.93
Rice,2018,Kharif,madhya pradesh,2794020.0,5238850,453190044.0,977907.0,1.444901961,70,40,20,7.4,25.6,1044.75,48.93
Safflower,2018,Rabi,madhya pradesh,13.0,4,2108.6,4.55,0.263333333,70,40,20,7.4,25.6,1044.75,48.93
Sesamum,2018,Whole Year,madhya pradesh,247793.0,138545,40192024.6,86727.55,0.559411765,70,40,20,7.4,25.6,1044.75,48.93
Small millets,2018,Kharif,madhya pradesh,82094.0,57059,13315646.8,28732.9,0.5555555560000001,70,40,20,7.4,25.6,1044.75,48.93
Soyabean,2018,Kharif,madhya pradesh,5418888.0,5809838,878943633.6,1896610.8,0.9452,70,40,20,7.4,25.6,1044.75,48.93
Sugarcane,2018,Whole Year,madhya pradesh,107902.0,5276970,17501704.4,37765.7,35.49571429,70,40,20,7.4,25.6,1044.75,48.93
Sweet potato,2018,Whole Year,madhya pradesh,5297.72,80333,859290.184,1854.2020000000002,17.05294118,70,40,20,7.4,25.6,1044.75,48.93
Turmeric,2018,Whole Year,madhya pradesh,13665.88,238285,2216605.736,4783.058,19.05916667,70,40,20,7.4,25.6,1044.75,48.93
Urad,2018,Kharif,madhya pradesh,2436898.0,1132524,395264855.6,852914.3,0.448627451,70,40,20,7.4,25.6,1044.75,48.93
Urad,2018,Summer,madhya pradesh,4234.0,1948,686754.8,1481.9,0.303478261,70,40,20,7.4,25.6,1044.75,48.93
Wheat,2018,Rabi,madhya pradesh,7721549.0,25276038,1252435248.0,2702542.15,3.141764706,70,40,20,7.4,25.6,1044.75,48.93
Arhar/Tur,2018,Kharif,maharashtra,1261309.0,834489,204584319.8,441458.15,0.5687096770000001,75,43,26,7.1,26.93,2077.63,64.7
Bajra,2018,Kharif,maharashtra,609587.4,332231,98875076.28,213355.59,0.408,75,43,26,7.1,26.93,2077.63,64.7
Castor seed,2018,Kharif,maharashtra,12534.0,3649,2033014.8,4386.9,0.2745,75,43,26,7.1,26.93,2077.63,64.7
Cotton(lint),2018,Kharif,maharashtra,4218738.0,6593117,684279303.6,1476558.3,1.536923077,75,43,26,7.1,26.93,2077.63,64.7
Gram,2018,Rabi,maharashtra,1694220.0,1396800,274802484.0,592977.0,0.8529032259999999,75,43,26,7.1,26.93,2077.63,64.7
Groundnut,2018,Kharif,maharashtra,217336.0,203522,35251899.2,76067.6,0.689090909,75,43,26,7.1,26.93,2077.63,64.7
Groundnut,2018,Summer,maharashtra,26839.0,35102,4353285.8,9393.65,1.4368965519999999,75,43,26,7.1,26.93,2077.63,64.7
Jowar,2018,Kharif,maharashtra,530306.0,429671,86015633.2,185607.1,0.7188461540000001,75,43,26,7.1,26.93,2077.63,64.7
Jowar,2018,Rabi,maharashtra,1908957.0,767530,309632825.4,668134.95,0.55,75,43,26,7.1,26.93,2077.63,64.7
Linseed,2018,Rabi,maharashtra,7014.0,2732,1137670.8,2454.9,0.336363636,75,43,26,7.1,26.93,2077.63,64.7
Maize,2018,Kharif,maharashtra,707963.0,1364959,114831598.6,247787.05,1.515,75,43,26,7.1,26.93,2077.63,64.7
Maize,2018,Rabi,maharashtra,201409.0,379865,32668539.8,70493.15,1.349230769,75,43,26,7.1,26.93,2077.63,64.7
Maize,2018,Summer,maharashtra,17135.0,20570,2779297.0,5997.25,1.0155,75,43,26,7.1,26.93,2077.63,64.7
Moong(Green Gram),2018,Kharif,maharashtra,481049.0,203771,78026147.8,168367.15,0.36689655200000004,75,43,26,7.1,26.93,2077.63,64.7
Niger seed,2018,Kharif,maharashtra,10929.0,1336,1772683.8,3825.15,0.123076923,75,43,26,7.1,26.93,2077.63,64.7
Other  Rabi pulses,2018,Rabi,maharashtra,109680.0,51185,17790096.0,38388.0,0.4368,75,43,26,7.1,26.93,2077.63,64.7
Other Cereals,2018,Kharif,maharashtra,46642.0,21610,7565332.4,16324.7,0.400740741,75,43,26,7.1,26.93,2077.63,64.7
Other Cereals,2018,Rabi,maharashtra,13043.0,4423,2115574.6,4565.05,0.405416667,75,43,26,7.1,26.93,2077.63,64.7
Other Cereals,2018,Summer,maharashtra,12402.0,7309,2011604.4,4340.7,0.5,75,43,26,7.1,26.93,2077.63,64.7
Other Kharif pulses,2018,Kharif,maharashtra,87264.0,41185,14154220.8,30542.4,0.39535714299999997,75,43,26,7.1,26.93,2077.63,64.7
Other Summer Pulses,2018,Summer,maharashtra,2030.0,648,329266.0,710.5,0.426363636,75,43,26,7.1,26.93,2077.63,64.7
Ragi,2018,Kharif,maharashtra,80297.0,93472,13024173.4,28103.95,1.0008333329999999,75,43,26,7.1,26.93,2077.63,64.7
Rapeseed &Mustard,2018,Rabi,maharashtra,5738.0,1979,930703.6,2008.3,0.383636364,75,43,26,7.1,26.93,2077.63,64.7
Rice,2018,Kharif,maharashtra,1417445.0,3143748,229909579.0,496105.75,1.6579166669999998,75,43,26,7.1,26.93,2077.63,64.7
Rice,2018,Summer,maharashtra,47541.0,132050,7711150.2,16639.35,2.755833333,75,43,26,7.1,26.93,2077.63,64.7
Safflower,2018,Rabi,maharashtra,25122.0,11965,4074788.4,8792.7,0.44692307700000006,75,43,26,7.1,26.93,2077.63,64.7
Sesamum,2018,Kharif,maharashtra,36932.0,6270,5990370.4,12926.2,0.1896,75,43,26,7.1,26.93,2077.63,64.7
Sesamum,2018,Rabi,maharashtra,875.0,96,141925.0,306.25,0.095454545,75,43,26,7.1,26.93,2077.63,64.7
Sesamum,2018,Summer,maharashtra,1385.0,183,224647.0,484.75,0.20125,75,43,26,7.1,26.93,2077.63,64.7
Soyabean,2018,Kharif,maharashtra,4075174.0,4610936,660993222.8,1426310.9,1.232857143,75,43,26,7.1,26.93,2077.63,64.7
Sugarcane,2018,Whole Year,maharashtra,1162836.0,89770489,188611999.2,406992.6,65.7037931,75,43,26,7.1,26.93,2077.63,64.7
Sunflower,2018,Kharif,maharashtra,16026.0,2610,2599417.2,5609.1,0.113571429,75,43,26,7.1,26.93,2077.63,64.7
Sunflower,2018,Summer,maharashtra,285.0,437,46227.0,99.75,1.25,75,43,26,7.1,26.93,2077.63,64.7
Tobacco,2018,Whole Year,maharashtra,460.0,803,74612.0,161.0,1.75,75,43,26,7.1,26.93,2077.63,64.7
Urad,2018,Kharif,maharashtra,366614.0,154473,59464790.8,128314.9,0.41137931,75,43,26,7.1,26.93,2077.63,64.7
Wheat,2018,Rabi,maharashtra,834423.25,1249407,135343451.1,292048.1375,1.3886666669999999,75,43,26,7.1,26.93,2077.63,64.7
other oilseeds,2018,Summer,maharashtra,83.0,15,13462.6,29.05,0.12,75,43,26,7.1,26.93,2077.63,64.7
Arhar/Tur,2018,Kharif,manipur,534.0,560,86614.8,186.9,1.046666667,58,17,37,5.9,19.92,1486.52,80.21
Banana,2018,Whole Year,manipur,6584.0,91375,1067924.8,2304.4,13.71111111,58,17,37,5.9,19.92,1486.52,80.21
Cowpea(Lobia),2018,Kharif,manipur,964.0,981,156360.8,337.4,1.052222222,58,17,37,5.9,19.92,1486.52,80.21
Dry chillies,2018,Whole Year,manipur,525.0,4044,85155.0,183.75,8.655,58,17,37,5.9,19.92,1486.52,80.21
Ginger,2018,Kharif,manipur,5493.0,79657,890964.6,1922.55,12.255,58,17,37,5.9,19.92,1486.52,80.21
Gram,2018,Rabi,manipur,849.0,786,137707.8,297.15,0.925555556,58,17,37,5.9,19.92,1486.52,80.21
Groundnut,2018,Kharif,manipur,3216.0,2996,521635.2,1125.6,0.934444444,58,17,37,5.9,19.92,1486.52,80.21
Maize,2018,Kharif,manipur,19160.0,41020,3107752.0,6706.0,2.253333333,58,17,37,5.9,19.92,1486.52,80.21
Maize,2018,Rabi,manipur,7220.0,17140,1171084.0,2527.0,2.371111111,58,17,37,5.9,19.92,1486.52,80.21
Masoor,2018,Rabi,manipur,758.0,700,122947.6,265.3,0.92,58,17,37,5.9,19.92,1486.52,80.21
Moong(Green Gram),2018,Kharif,manipur,456.0,482,73963.2,159.6,1.0533333329999999,58,17,37,5.9,19.92,1486.52,80.21
Other  Rabi pulses,2018,Rabi,manipur,6298.0,5883,1021535.6,2204.3,0.9288888890000001,58,17,37,5.9,19.92,1486.52,80.21
Other Kharif pulses,2018,Kharif,manipur,1484.0,1551,240704.8,519.4,1.038888889,58,17,37,5.9,19.92,1486.52,80.21
Peas & beans (Pulses),2018,Rabi,manipur,18345.0,17191,2975559.0,6420.75,0.93,58,17,37,5.9,19.92,1486.52,80.21
Potato,2018,Whole Year,manipur,15550.0,128070,2522210.0,5442.5,8.283333333,58,17,37,5.9,19.92,1486.52,80.21
Rapeseed &Mustard,2018,Rabi,manipur,29530.0,24800,4789766.0,10335.5,0.845555556,58,17,37,5.9,19.92,1486.52,80.21
Rice,2018,Kharif,manipur,233500.0,602430,37873700.0,81725.0,2.232222222,58,17,37,5.9,19.92,1486.52,80.21
Soyabean,2018,Kharif,manipur,4904.0,4415,795428.8,1716.4,0.903333333,58,17,37,5.9,19.92,1486.52,80.21
Sugarcane,2018,Whole Year,manipur,5450.0,315070,883990.0,1907.5,54.30666667,58,17,37,5.9,19.92,1486.52,80.21
Turmeric,2018,Whole Year,manipur,2504.0,30325,406148.8,876.4,12.485,58,17,37,5.9,19.92,1486.52,80.21
Urad,2018,Kharif,manipur,1372.0,1379,222538.4,480.2,1.035555556,58,17,37,5.9,19.92,1486.52,80.21
Wheat,2018,Rabi,manipur,2290.0,5730,371438.0,801.5,2.395555556,58,17,37,5.9,19.92,1486.52,80.21
Arhar/Tur,2018,Kharif,mizoram,283.0,290,45902.6,99.05,1.147142857,54,15,34,5.7,22.16,2814.98,84.65
Arhar/Tur,2018,Rabi,mizoram,46.0,41,7461.2,16.1,0.89,54,15,34,5.7,22.16,2814.98,84.65
Cotton(lint),2018,Kharif,mizoram,43.0,24,6974.6,15.05,0.573333333,54,15,34,5.7,22.16,2814.98,84.65
Cowpea(Lobia),2018,Kharif,mizoram,1053.0,2118,170796.6,368.55,1.53125,54,15,34,5.7,22.16,2814.98,84.65
Cowpea(Lobia),2018,Rabi,mizoram,96.0,176,15571.2,33.6,2.1025,54,15,34,5.7,22.16,2814.98,84.65
Maize,2018,Kharif,mizoram,5733.0,10300,929892.6,2006.55,1.79125,54,15,34,5.7,22.16,2814.98,84.65
Maize,2018,Rabi,mizoram,430.0,670,69746.0,150.5,1.6433333330000002,54,15,34,5.7,22.16,2814.98,84.65
Onion,2018,Rabi,mizoram,19.0,64,3081.8,6.65,4.2925,54,15,34,5.7,22.16,2814.98,84.65
Other  Rabi pulses,2018,Rabi,mizoram,1475.0,2290,239245.0,516.25,1.6025,54,15,34,5.7,22.16,2814.98,84.65
Other Kharif pulses,2018,Kharif,mizoram,716.0,974,116135.2,250.6,1.34625,54,15,34,5.7,22.16,2814.98,84.65
Potato,2018,Kharif,mizoram,61.0,253,9894.2,21.35,3.94,54,15,34,5.7,22.16,2814.98,84.65
Potato,2018,Rabi,mizoram,73.0,256,11840.6,25.55,3.8233333330000003,54,15,34,5.7,22.16,2814.98,84.65
Rapeseed &Mustard,2018,Kharif,mizoram,25.0,15,4055.0,8.75,0.68,54,15,34,5.7,22.16,2814.98,84.65
Rapeseed &Mustard,2018,Rabi,mizoram,504.0,396,81748.8,176.4,0.74,54,15,34,5.7,22.16,2814.98,84.65
Rice,2018,Autumn,mizoram,18957.0,23372,3074825.4,6634.95,1.215,54,15,34,5.7,22.16,2814.98,84.65
Rice,2018,Kharif,mizoram,16133.0,35678,2616772.6,5646.55,2.1975,54,15,34,5.7,22.16,2814.98,84.65
Rice,2018,Rabi,mizoram,460.0,960,74612.0,161.0,2.115,54,15,34,5.7,22.16,2814.98,84.65
Sesamum,2018,Kharif,mizoram,770.0,594,124894.0,269.5,0.785,54,15,34,5.7,22.16,2814.98,84.65
Soyabean,2018,Kharif,mizoram,1012.0,1752,164146.4,354.2,1.465,54,15,34,5.7,22.16,2814.98,84.65
Sugarcane,2018,Whole Year,mizoram,1462.0,44260,237136.4,511.7,25.81,54,15,34,5.7,22.16,2814.98,84.65
Tapioca,2018,Kharif,mizoram,154.0,1795,24978.8,53.9,11.022,54,15,34,5.7,22.16,2814.98,84.65
Tobacco,2018,Kharif,mizoram,340.0,418,55148.0,119.0,1.0675,54,15,34,5.7,22.16,2814.98,84.65
Arhar/Tur,2018,Kharif,nagaland,3210.0,2920,520662.0,1123.5,0.9072727270000001,56,16,36,5.8,18.02,1709.04,77.96
Bajra,2018,Kharif,nagaland,710.0,720,115162.0,248.5,0.995454545,56,16,36,5.8,18.02,1709.04,77.96
Barley,2018,Rabi,nagaland,560.0,580,90832.0,196.0,1.0336363640000001,56,16,36,5.8,18.02,1709.04,77.96
Castor seed,2018,Kharif,nagaland,360.0,240,58392.0,126.0,0.605555556,56,16,36,5.8,18.02,1709.04,77.96
Cotton(lint),2018,Kharif,nagaland,130.0,80,21086.0,45.5,0.615,56,16,36,5.8,18.02,1709.04,77.96
Cowpea(Lobia),2018,Kharif,nagaland,550.0,810,89210.0,192.5,1.473333333,56,16,36,5.8,18.02,1709.04,77.96
Ginger,2018,Kharif,nagaland,3960.0,36230,642312.0,1386.0,9.151818182000001,56,16,36,5.8,18.02,1709.04,77.96
Gram,2018,Rabi,nagaland,760.0,640,123272.0,266.0,0.834545455,56,16,36,5.8,18.02,1709.04,77.96
Groundnut,2018,Kharif,nagaland,1010.0,1050,163822.0,353.5,1.031818182,56,16,36,5.8,18.02,1709.04,77.96
Horse-gram,2018,Kharif,nagaland,540.0,580,87588.0,189.0,1.041818182,56,16,36,5.8,18.02,1709.04,77.96
Jowar,2018,Kharif,nagaland,280.0,270,45416.0,98.0,0.966,56,16,36,5.8,18.02,1709.04,77.96
Jute,2018,Kharif,nagaland,3080.0,5870,499576.0,1078.0,1.9025,56,16,36,5.8,18.02,1709.04,77.96
Linseed,2018,Rabi,nagaland,5850.0,4760,948870.0,2047.5,0.810909091,56,16,36,5.8,18.02,1709.04,77.96
Maize,2018,Kharif,nagaland,63710.0,126270,10333762.0,22298.5,1.9818181819999998,56,16,36,5.8,18.02,1709.04,77.96
Maize,2018,Rabi,nagaland,5360.0,10630,869392.0,1876.0,1.983333333,56,16,36,5.8,18.02,1709.04,77.96
Masoor,2018,Rabi,nagaland,2180.0,1790,353596.0,763.0,0.8222222220000001,56,16,36,5.8,18.02,1709.04,77.96
Mesta,2018,Kharif,nagaland,1930.0,2130,313046.0,675.5,1.0909090909999999,56,16,36,5.8,18.02,1709.04,77.96
Moong(Green Gram),2018,Kharif,nagaland,480.0,500,77856.0,168.0,1.026666667,56,16,36,5.8,18.02,1709.04,77.96
Niger seed,2018,Kharif,nagaland,33050.0,37020,5360710.0,11567.5,1.089090909,56,16,36,5.8,18.02,1709.04,77.96
Niger seed,2018,Rabi,nagaland,35640.0,33980,5780808.0,12474.0,0.96,56,16,36,5.8,18.02,1709.04,77.96
Other  Rabi pulses,2018,Rabi,nagaland,10780.0,13730,1748516.0,3773.0,1.278888889,56,16,36,5.8,18.02,1709.04,77.96
Other Cereals,2018,Kharif,nagaland,1270.0,1320,205994.0,444.5,1.041111111,56,16,36,5.8,18.02,1709.04,77.96
Other Cereals,2018,Rabi,nagaland,450.0,460,72990.0,157.5,1.011818182,56,16,36,5.8,18.02,1709.04,77.96
Other Kharif pulses,2018,Kharif,nagaland,11120.0,13590,1803664.0,3892.0,1.206,56,16,36,5.8,18.02,1709.04,77.96
Peas & beans (Pulses),2018,Kharif,nagaland,2310.0,3150,374682.0,808.5,1.361,56,16,36,5.8,18.02,1709.04,77.96
Peas & beans (Pulses),2018,Rabi,nagaland,7270.0,8010,1179194.0,2544.5,1.101818182,56,16,36,5.8,18.02,1709.04,77.96
Potato,2018,Rabi,nagaland,7520.0,75240,1219744.0,2632.0,9.993636364,56,16,36,5.8,18.02,1709.04,77.96
Ragi,2018,Kharif,nagaland,350.0,340,56770.0,122.5,0.9828571429999999,56,16,36,5.8,18.02,1709.04,77.96
Rapeseed &Mustard,2018,Rabi,nagaland,27470.0,27800,4455634.0,9614.5,1.011818182,56,16,36,5.8,18.02,1709.04,77.96
Rice,2018,Kharif,nagaland,208990.0,519600,33898178.0,73146.5,2.444545455,56,16,36,5.8,18.02,1709.04,77.96
Rice,2018,Rabi,nagaland,5460.0,15440,885612.0,1911.0,2.8275,56,16,36,5.8,18.02,1709.04,77.96
Sesamum,2018,Kharif,nagaland,3700.0,2260,600140.0,1295.0,0.611818182,56,16,36,5.8,18.02,1709.04,77.96
Small millets,2018,Kharif,nagaland,8820.0,9970,1430604.0,3087.0,1.17,56,16,36,5.8,18.02,1709.04,77.96
Soyabean,2018,Kharif,nagaland,25110.0,31640,4072842.0,8788.5,1.2536363640000001,56,16,36,5.8,18.02,1709.04,77.96
Sugarcane,2018,Kharif,nagaland,4440.0,193180,720168.0,1554.0,43.50181818,56,16,36,5.8,18.02,1709.04,77.96
Sunflower,2018,Kharif,nagaland,360.0,320,58392.0,126.0,0.898333333,56,16,36,5.8,18.02,1709.04,77.96
Sunflower,2018,Rabi,nagaland,2320.0,1420,376304.0,812.0,0.614,56,16,36,5.8,18.02,1709.04,77.96
Sweet potato,2018,Kharif,nagaland,1840.0,15660,298448.0,644.0,8.510909091,56,16,36,5.8,18.02,1709.04,77.96
Tapioca,2018,Kharif,nagaland,2620.0,53080,424964.0,917.0,20.26454545,56,16,36,5.8,18.02,1709.04,77.96
Urad,2018,Rabi,nagaland,830.0,680,134626.0,290.5,0.810909091,56,16,36,5.8,18.02,1709.04,77.96
Wheat,2018,Rabi,nagaland,3420.0,6260,554724.0,1197.0,1.83,56,16,36,5.8,18.02,1709.04,77.96
other oilseeds,2018,Kharif,nagaland,2510.0,1510,407122.0,878.5,0.6022222220000001,56,16,36,5.8,18.02,1709.04,77.96
Arhar/Tur,2018,Kharif,punjab,2300.0,2400,373060.0,805.0,1.04125,150,50,40,8.0,23.57,1425.82,53.02
Bajra,2018,Kharif,punjab,1100.0,700,178420.0,385.0,0.8,150,50,40,8.0,23.57,1425.82,53.02
Barley,2018,Rabi,punjab,6800.0,25500,1102960.0,2380.0,3.77,150,50,40,8.0,23.57,1425.82,53.02
Cotton(lint),2018,Kharif,punjab,267900.0,1222800,43453380.0,93765.0,4.273333333,150,50,40,8.0,23.57,1425.82,53.02
Gram,2018,Rabi,punjab,1900.0,2500,308180.0,665.0,1.2325,150,50,40,8.0,23.57,1425.82,53.02
Groundnut,2018,Kharif,punjab,1300.0,2600,210860.0,455.0,2.0,150,50,40,8.0,23.57,1425.82,53.02
Guar seed,2018,Kharif,punjab,20400.0,16900,3308880.0,7140.0,1.086666667,150,50,40,8.0,23.57,1425.82,53.02
Maize,2018,Kharif,punjab,109200.0,395900,17712240.0,38220.0,3.54625,150,50,40,8.0,23.57,1425.82,53.02
Masoor,2018,Rabi,punjab,700.0,500,113540.0,245.0,0.6875,150,50,40,8.0,23.57,1425.82,53.02
